loan_amnt,term,int_rate,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,Reason,addr_state
10000, 36 months,11.99%,B,B5,Senior Shipping Admin,5 years,MORTGAGE,42000,Source Verified,6/1/2017,Current,Debt consolidation,WI
9500, 36 months,12.62%,C,C1,Distribution Clerk,2 years,RENT,56400,Verified,6/1/2017,Current,Debt consolidation,CA
32000, 36 months,13.59%,C,C2,Owner / Dentist ,10+ years,MORTGAGE,102000,Source Verified,6/1/2017,Current,Debt consolidation,IL
7000, 36 months,15.05%,C,C4,Lead teller,2 years,RENT,30000,Source Verified,6/1/2017,Current,Other,FL
6000, 36 months,10.91%,B,B4,Client Services Supervisor,2 years,RENT,60000,Source Verified,6/1/2017,Current,Debt consolidation,NY
40000, 36 months,15.05%,C,C4,Firefighter,10+ years,MORTGAGE,120000,Source Verified,6/1/2017,Current,Debt consolidation,FL
16350, 60 months,16.02%,C,C5,Biller 3,6 years,MORTGAGE,42000,Verified,6/1/2017,Current,Debt consolidation,IL
6000, 36 months,7.21%,A,A3,Emergency Communications Supervisor,< 1 year,RENT,74000,Not Verified,6/1/2017,Current,Debt consolidation,CA
3500, 36 months,11.99%,B,B5,Teacher,10+ years,MORTGAGE,70000,Not Verified,6/1/2017,Current,Other,IN
10000, 36 months,5.32%,A,A1,Customer Service,9 years,MORTGAGE,93000,Source Verified,6/1/2017,Fully Paid,Credit card refinancing,UT
5600, 36 months,9.93%,B,B2,Clinical Analyst,10+ years,MORTGAGE,60000,Not Verified,6/1/2017,Current,Debt consolidation,NV
35000, 36 months,9.93%,B,B2,Law Enforcement ,10+ years,MORTGAGE,135000,Source Verified,6/1/2017,Current,Credit card refinancing,NY
6000, 36 months,9.93%,B,B2,Accounts Payable,10+ years,MORTGAGE,44000,Source Verified,6/1/2017,Current,Debt consolidation,PA
36000, 60 months,10.42%,B,B3,Principle Accountant,< 1 year,MORTGAGE,65725,Not Verified,6/1/2017,Current,Medical expenses,NJ
3000, 36 months,9.44%,B,B1,Officer Manager/Tax Specialist,10+ years,OWN,55000,Not Verified,6/1/2017,Current,Credit card refinancing,FL
15000, 36 months,11.99%,B,B5,Interactive Development Manager,5 years,RENT,130000,Source Verified,6/1/2017,Current,Debt consolidation,NY
11000, 36 months,11.99%,B,B5,Administrative Assistant,2 years,RENT,35000,Source Verified,6/1/2017,Current,Debt consolidation,NY
40000, 60 months,10.42%,B,B3,High School Principal,10+ years,MORTGAGE,133000,Verified,6/1/2017,Fully Paid,Major purchase,CA
18000, 60 months,19.03%,D,D3,Software Engineer,3 years,RENT,90000,Source Verified,6/1/2017,Current,Other,NJ
10000, 60 months,16.02%,C,C5,Physical Therapist Assistant,< 1 year,RENT,40000,Verified,6/1/2017,Current,Debt consolidation,MO
11000, 36 months,19.03%,D,D3,CNA,< 1 year,MORTGAGE,28000,Source Verified,6/1/2017,Current,Debt consolidation,CO
27000, 36 months,9.93%,B,B2,Sales,< 1 year,MORTGAGE,50000,Verified,6/1/2017,Current,Debt consolidation,IL
11900, 36 months,15.05%,C,C4,Laborer 2,10+ years,RENT,35000,Source Verified,6/1/2017,Current,Debt consolidation,HI
6000, 36 months,10.42%,B,B3,Clinical Social Worker,< 1 year,RENT,100000,Not Verified,6/1/2017,Current,Credit card refinancing,MD
29000, 60 months,11.99%,B,B5,Electrical engineer,10+ years,MORTGAGE,107000,Verified,6/1/2017,Current,Credit card refinancing,MD
8725, 36 months,16.02%,C,C5,Otr driver,10+ years,OWN,78000,Source Verified,6/1/2017,Current,Debt consolidation,GA
15600, 36 months,9.93%,B,B2,quality control,10+ years,MORTGAGE,36000,Verified,6/1/2017,Current,Debt consolidation,IN
7000, 36 months,10.42%,B,B3,LPN,10+ years,OWN,42000,Not Verified,6/1/2017,Current,Debt consolidation,WY
15000, 36 months,16.02%,C,C5,Mathematics Professor,2 years,RENT,39000,Verified,6/1/2017,Current,Credit card refinancing,MD
15000, 36 months,21.45%,D,D5,Patron Manager,10+ years,RENT,65000,Source Verified,6/1/2017,Late (31-120 days),Major purchase,CA
5000, 36 months,14.08%,C,C3,Lawyer,7 years,RENT,98000,Not Verified,6/1/2017,Current,Business,NJ
12800, 36 months,11.99%,B,B5,,< 1 year,RENT,30000,Verified,6/1/2017,Current,Debt consolidation,FL
13425, 36 months,10.42%,B,B3,medical social worker,< 1 year,MORTGAGE,61000,Not Verified,6/1/2017,Current,Debt consolidation,GA
18400, 36 months,10.91%,B,B4,Teacher,10+ years,OWN,72000,Source Verified,6/1/2017,Current,Debt consolidation,NY
4800, 36 months,13.59%,C,C2,Police Officer,10+ years,RENT,95000,Not Verified,6/1/2017,Current,Debt consolidation,CA
8000, 36 months,12.62%,C,C1,Logistics Coordinator,3 years,RENT,39800,Not Verified,6/1/2017,Current,Credit card refinancing,CO
8500, 36 months,5.32%,A,A1,Value Stream Manager,5 years,RENT,101000,Not Verified,6/1/2017,Current,Home improvement,MN
14400, 36 months,7.07%,A,A2,Auto Mechanic,10+ years,RENT,85000,Not Verified,6/1/2017,Current,Debt consolidation,TX
35000, 36 months,18.06%,D,D2,Executive Director ,9 years,RENT,133000,Verified,6/1/2017,Current,Debt consolidation,CA
20000, 36 months,11.99%,B,B5,Materials Management,2 years,OWN,56920,Verified,6/1/2017,Current,Home buying,FL
20000, 36 months,19.03%,D,D3,RN,3 years,MORTGAGE,110000,Source Verified,6/1/2017,Current,Debt consolidation,MS
11200, 36 months,15.05%,C,C4,Driver ,< 1 year,RENT,45000,Source Verified,6/1/2017,Current,Credit card refinancing,CA
7200, 36 months,10.42%,B,B3,Math Facilitator,4 years,MORTGAGE,66000,Not Verified,6/1/2017,Current,Other,TX
4000, 36 months,13.59%,C,C2,Sales,< 1 year,OWN,120000,Not Verified,6/1/2017,Current,Debt consolidation,GA
12000, 36 months,10.42%,B,B3,Manager,7 years,MORTGAGE,60000,Source Verified,6/1/2017,Current,Home improvement,TX
9600, 36 months,9.93%,B,B2,Welder,10+ years,RENT,76000,Source Verified,6/1/2017,Current,Credit card refinancing,KS
29125, 60 months,16.02%,C,C5,Registered Nurse,4 years,MORTGAGE,120000,Source Verified,6/1/2017,Current,Home improvement,TX
30000, 36 months,19.03%,D,D3,Addiction Counselor,2 years,OWN,75000,Source Verified,6/1/2017,Current,Other,SC
38575, 36 months,16.02%,C,C5,Teller,10+ years,MORTGAGE,30000,Verified,6/1/2017,Current,Debt consolidation,CO
18000, 60 months,14.08%,C,C3,administration ,10+ years,RENT,75000,Not Verified,6/1/2017,Current,Home improvement,IL
35000, 60 months,19.03%,D,D3,Driver,< 1 year,MORTGAGE,50000,Verified,6/1/2017,Current,Debt consolidation,MN
6800, 36 months,10.42%,B,B3,Staff physician,2 years,RENT,165000,Not Verified,6/1/2017,Current,Credit card refinancing,AZ
25500, 60 months,10.42%,B,B3,Deputy Sheriff,2 years,RENT,65500,Source Verified,6/1/2017,Current,Debt consolidation,CA
6000, 36 months,13.59%,C,C2,Truck Driver,7 years,RENT,95000,Source Verified,6/1/2017,Current,Home buying,IL
10000, 36 months,7.07%,A,A2,Showroom Manager,4 years,RENT,60000,Not Verified,6/1/2017,Current,Debt consolidation,NY
5000, 36 months,18.06%,D,D2,Area Manager,< 1 year,OWN,90000,Verified,6/1/2017,Current,Debt consolidation,MN
25000, 60 months,10.42%,B,B3,general manager,10+ years,MORTGAGE,75000,Source Verified,6/1/2017,Current,Debt consolidation,VA
10000, 36 months,10.91%,B,B4,Supervisor ,10+ years,MORTGAGE,50000,Verified,6/1/2017,Current,Debt consolidation,FL
8000, 36 months,10.91%,B,B4,NURSE,5 years,RENT,67200,Source Verified,6/1/2017,Current,Credit card refinancing,NY
20000, 36 months,10.91%,B,B4,Supervisor,10+ years,MORTGAGE,55000,Not Verified,6/1/2017,Current,Home improvement,AZ
6000, 36 months,11.99%,B,B5,Programmer-Analyst,3 years,RENT,62000,Not Verified,6/1/2017,Current,Credit card refinancing,TN
3000, 36 months,10.91%,B,B4,Driver,< 1 year,MORTGAGE,77500,Source Verified,6/1/2017,Charged Off,Home improvement,TX
35000, 60 months,17.09%,D,D1,North America Sales Manager,< 1 year,MORTGAGE,160000,Source Verified,6/1/2017,Current,Debt consolidation,GA
8000, 36 months,7.35%,A,A4,Customer Experience Manager,10+ years,MORTGAGE,70000,Not Verified,6/1/2017,Current,Other,NC
30000, 36 months,7.21%,A,A3,Electrician,10+ years,MORTGAGE,175000,Verified,6/1/2017,Current,Credit card refinancing,NY
18000, 36 months,10.42%,B,B3,Teacher,10+ years,RENT,42700,Verified,6/1/2017,Current,Debt consolidation,VA
11000, 36 months,11.99%,B,B5,,n/a,OWN,25000,Verified,6/1/2017,Current,Debt consolidation,TX
7200, 36 months,7.35%,A,A4,Registered nurse,10+ years,RENT,100000,Not Verified,6/1/2017,Current,Debt consolidation,OH
5725, 36 months,9.44%,B,B1,,n/a,MORTGAGE,31176,Not Verified,6/1/2017,Current,Credit card refinancing,WA
6000, 36 months,12.62%,C,C1,patient coordinator,2 years,RENT,36000,Not Verified,6/1/2017,Current,Debt consolidation,CO
1000, 36 months,22.91%,E,E1,Logistics Analyst,10+ years,MORTGAGE,53897.89,Not Verified,6/1/2017,Current,Other,MO
5000, 36 months,9.44%,B,B1,Dispatcher,4 years,RENT,45000,Source Verified,6/1/2017,Current,Debt consolidation,IL
3500, 36 months,13.59%,C,C2,Dispatch Manager,3 years,OWN,96000,Source Verified,6/1/2017,Current,Vacation,MD
20000, 36 months,7.07%,A,A2,Senior Security Assistant,10+ years,RENT,60000,Not Verified,6/1/2017,Current,Credit card refinancing,MA
6075, 36 months,21.45%,D,D5,Order Puller,4 years,RENT,42000,Not Verified,6/1/2017,In Grace Period,Debt consolidation,GA
1200, 36 months,12.62%,C,C1,Installer ,1 year,RENT,46000,Source Verified,6/1/2017,Current,Other,CA
14000, 36 months,9.93%,B,B2,Vice president,10+ years,OWN,400000,Verified,6/1/2017,Current,Debt consolidation,NC
20000, 60 months,14.08%,C,C3,,n/a,MORTGAGE,59000,Source Verified,6/1/2017,Current,Debt consolidation,MS
9900, 36 months,9.93%,B,B2,Carrier,10+ years,MORTGAGE,55000,Not Verified,6/1/2017,Current,Debt consolidation,FL
2400, 36 months,10.91%,B,B4,Registered Nurse,4 years,RENT,67600,Not Verified,6/1/2017,Current,Debt consolidation,TX
25000, 60 months,15.05%,C,C4,president,4 years,MORTGAGE,75000,Not Verified,6/1/2017,Current,Debt consolidation,NY
12000, 60 months,11.99%,B,B5,Operations Support Specialist,3 years,RENT,80000,Not Verified,6/1/2017,Current,Debt consolidation,CO
24000, 36 months,13.59%,C,C2,contract corier,10+ years,OWN,80000,Source Verified,6/1/2017,Current,Debt consolidation,KY
30000, 60 months,19.03%,D,D3,Refill fill form and finish ,9 years,RENT,60000,Verified,6/1/2017,Current,Debt consolidation,PA
14000, 36 months,12.62%,C,C1,pharmacist,10+ years,MORTGAGE,135000,Source Verified,6/1/2017,Current,Debt consolidation,TX
24000, 60 months,14.08%,C,C3,Director Product Management,10+ years,MORTGAGE,130000,Source Verified,6/1/2017,Current,Home improvement,CT
15000, 60 months,21.45%,D,D5,manager,10+ years,MORTGAGE,43000,Verified,6/1/2017,Current,Debt consolidation,MO
14000, 36 months,9.93%,B,B2,Owner,7 years,MORTGAGE,150000,Not Verified,6/1/2017,Current,Credit card refinancing,IN
23250, 36 months,13.59%,C,C2,Dental Hygienist ,4 years,RENT,100000,Not Verified,6/1/2017,Current,Debt consolidation,NY
16000, 60 months,30.75%,F,F5,,n/a,MORTGAGE,79200,Verified,6/1/2017,Current,Moving and relocation,GA
10000, 36 months,7.07%,A,A2,Engineer,10+ years,OWN,89000,Not Verified,6/1/2017,Fully Paid,Credit card refinancing,FL
16000, 36 months,10.42%,B,B3,,n/a,MORTGAGE,50400,Source Verified,6/1/2017,Current,Debt consolidation,CA
6000, 36 months,9.93%,B,B2,TEACHER,1 year,RENT,46000,Source Verified,6/1/2017,Current,Debt consolidation,CA
9000, 36 months,10.91%,B,B4,Audio Video Specialists,9 years,MORTGAGE,57000,Verified,6/1/2017,Current,Home improvement,FL
5800, 36 months,10.42%,B,B3,Eligibility Specialist,10+ years,MORTGAGE,48000,Source Verified,6/1/2017,Fully Paid,Debt consolidation,CA
14000, 36 months,11.99%,B,B5,Director,6 years,OWN,260000,Source Verified,6/1/2017,Current,Home improvement,CA
14000, 60 months,13.59%,C,C2,Tech,< 1 year,MORTGAGE,48000,Not Verified,6/1/2017,Current,Debt consolidation,TN
6600, 36 months,9.93%,B,B2,Corrections officer,10+ years,MORTGAGE,63000,Not Verified,6/1/2017,Current,Home improvement,NH
6000, 36 months,10.42%,B,B3,Caretaker,< 1 year,RENT,35356,Source Verified,6/1/2017,Current,Debt consolidation,NY
8000, 36 months,15.05%,C,C4,Inventory Supervisor,10+ years,RENT,50000,Not Verified,6/1/2017,Current,Debt consolidation,IL
35000, 60 months,19.03%,D,D3,Registered Nurse,10+ years,MORTGAGE,81000,Verified,6/1/2017,Current,Debt consolidation,TX
6000, 36 months,10.42%,B,B3,Clefk,10+ years,MORTGAGE,59000,Verified,6/1/2017,Current,Home improvement,NY
20000, 60 months,15.05%,C,C4,Assistant Teacher,< 1 year,MORTGAGE,21678,Not Verified,6/1/2017,Current,Debt consolidation,PA
15000, 36 months,9.44%,B,B1,Project Manager,8 years,MORTGAGE,78000,Not Verified,6/1/2017,Current,Debt consolidation,MI
6000, 36 months,11.99%,B,B5,Sales Manager,10+ years,MORTGAGE,120000,Not Verified,6/1/2017,Current,Major purchase,TX
14000, 36 months,5.32%,A,A1,Office Manager,3 years,RENT,113380,Not Verified,6/1/2017,Current,Major purchase,CA
5000, 36 months,7.35%,A,A4,,n/a,OWN,29000,Verified,6/1/2017,Current,Debt consolidation,OK
12000, 60 months,30.75%,F,F5,Accountant ,9 years,OWN,52000,Not Verified,6/1/2017,Current,Home improvement,NY
10000, 60 months,24.85%,E,E3,Exec. Asst. / Loan Processor,4 years,RENT,55000,Verified,6/1/2017,Current,Debt consolidation,WA
13675, 60 months,15.05%,C,C4,Musician,7 years,RENT,40000,Source Verified,6/1/2017,Current,Debt consolidation,MD
1000, 36 months,18.06%,D,D2,Customer Service Specialist,5 years,MORTGAGE,40800,Not Verified,6/1/2017,Current,Other,OH
35000, 60 months,15.05%,C,C4,Program analyst,10+ years,MORTGAGE,78000,Source Verified,6/1/2017,Current,Debt consolidation,VA
12000, 36 months,10.42%,B,B3,Cashier,10+ years,RENT,20395,Not Verified,6/1/2017,Current,Debt consolidation,CA
6475, 36 months,19.03%,D,D3,Manager,2 years,RENT,18000,Source Verified,6/1/2017,Current,Debt consolidation,NY
22000, 36 months,9.44%,B,B1,Support Svcs. Supervisor,6 years,OWN,44000,Not Verified,6/1/2017,Current,Debt consolidation,TX
6000, 36 months,21.45%,D,D5,Payroll Specialist,3 years,OWN,55000,Source Verified,6/1/2017,Current,Other,MD
9000, 36 months,10.42%,B,B3,Utility Worker,9 years,OWN,43000,Verified,6/1/2017,Current,Credit card refinancing,TX
24000, 36 months,11.99%,B,B5,Police Detective,10+ years,MORTGAGE,120000,Source Verified,6/1/2017,Current,Business,TX
4500, 36 months,10.42%,B,B3,Social Worker,10+ years,RENT,36000,Verified,6/1/2017,Current,Debt consolidation,NY
30000, 36 months,10.42%,B,B3,Faculty,10+ years,MORTGAGE,116600,Source Verified,6/1/2017,Fully Paid,Major purchase,ME
13600, 36 months,16.02%,C,C5,Financial Service Rep,10+ years,RENT,85000,Source Verified,6/1/2017,Current,Debt consolidation,CA
11000, 36 months,13.59%,C,C2,Administrative Assistant,10+ years,RENT,65000,Source Verified,6/1/2017,Current,Debt consolidation,KY
24000, 60 months,12.62%,C,C1, Produce Assistant Manager,< 1 year,OWN,37440,Verified,6/1/2017,Current,Debt consolidation,MN
8400, 36 months,11.99%,B,B5,Union Carpenter,10+ years,RENT,70000,Source Verified,6/1/2017,Charged Off,Debt consolidation,MN
5000, 36 months,19.03%,D,D3,Sales Associate,3 years,RENT,22754,Verified,6/1/2017,Current,Debt consolidation,AZ
12000, 60 months,13.59%,C,C2,Manger / partner,3 years,MORTGAGE,72000,Source Verified,6/1/2017,Current,Home improvement,TX
29500, 60 months,26.30%,E,E5,,n/a,RENT,85000,Verified,6/1/2017,Current,Debt consolidation,CA
21000, 36 months,18.06%,D,D2,Project Engineer,< 1 year,RENT,48500,Verified,6/1/2017,Current,Debt consolidation,NV
3000, 36 months,10.42%,B,B3,,n/a,OWN,47500,Not Verified,6/1/2017,Current,Credit card refinancing,MN
26600, 60 months,14.08%,C,C3,Claims Manager,10+ years,MORTGAGE,96820,Verified,6/1/2017,Current,Home improvement,MI
8400, 36 months,5.32%,A,A1,Management ,10+ years,MORTGAGE,60000,Not Verified,6/1/2017,Current,Medical expenses,NM
16800, 60 months,10.42%,B,B3,Engineer,4 years,RENT,125000,Source Verified,6/1/2017,Current,Medical expenses,CA
18000, 36 months,7.97%,A,A5,Operations Supervisor,< 1 year,RENT,53000,Not Verified,6/1/2017,Current,Debt consolidation,TX
10275, 36 months,20.00%,D,D4,Building Service,10+ years,RENT,42000,Source Verified,6/1/2017,Late (31-120 days),Debt consolidation,NY
7000, 36 months,14.08%,C,C3,Public Health Consultant,4 years,MORTGAGE,51400,Verified,6/1/2017,Current,Debt consolidation,NC
32000, 60 months,15.05%,C,C4,Correctional Counselor,9 years,MORTGAGE,135000,Source Verified,6/1/2017,Current,Debt consolidation,CA
2400, 36 months,10.91%,B,B4,Labor,< 1 year,RENT,25000,Verified,6/1/2017,Current,Credit card refinancing,CA
14400, 60 months,11.99%,B,B5,,n/a,MORTGAGE,35000,Not Verified,6/1/2017,Current,Debt consolidation,MI
12000, 36 months,10.42%,B,B3,Imaging Registrar,1 year,MORTGAGE,33000,Verified,6/1/2017,Current,Credit card refinancing,NC
6000, 36 months,10.91%,B,B4,resident physician,4 years,RENT,57000,Source Verified,6/1/2017,Current,Debt consolidation,MN
12000, 36 months,5.32%,A,A1,IT tech,3 years,MORTGAGE,90000,Not Verified,6/1/2017,Current,Debt consolidation,VA
24000, 36 months,10.91%,B,B4,Truck Driver,4 years,RENT,75000,Verified,6/1/2017,Current,Debt consolidation,WA
19200, 60 months,9.44%,B,B1,Attorney,< 1 year,RENT,83600,Not Verified,6/1/2017,Current,Credit card refinancing,CA
8500, 36 months,11.99%,B,B5,Research Assistant,4 years,RENT,45000,Source Verified,6/1/2017,Current,Debt consolidation,CA
17800, 36 months,16.02%,C,C5,,n/a,MORTGAGE,62618.8,Verified,6/1/2017,Current,Debt consolidation,NC
3000, 36 months,7.07%,A,A2,Driver,3 years,OWN,23000,Not Verified,6/1/2017,Current,Debt consolidation,IL
12000, 36 months,5.32%,A,A1,"Director, Operations",1 year,RENT,100000,Not Verified,6/1/2017,Current,Debt consolidation,FL
3000, 36 months,5.32%,A,A1,supervisor,10+ years,RENT,61000,Verified,6/1/2017,Current,Major purchase,CA
16000, 60 months,13.59%,C,C2,Owner,10+ years,MORTGAGE,200000,Source Verified,6/1/2017,Current,Home improvement,CA
8000, 36 months,7.07%,A,A2,Business Analyst,3 years,RENT,56000,Not Verified,6/1/2017,Current,Debt consolidation,MN
8000, 36 months,10.91%,B,B4,Teacher,6 years,MORTGAGE,60000,Verified,6/1/2017,Current,Vacation,CA
3000, 36 months,11.99%,B,B5,Sample analyst,6 years,MORTGAGE,45000,Verified,6/1/2017,Current,Debt consolidation,WI
30000, 36 months,10.91%,B,B4,Systems Engineer,10+ years,MORTGAGE,125000,Verified,6/1/2017,Current,Debt consolidation,FL
2400, 36 months,13.59%,C,C2,Mechanical Engineering Intern,< 1 year,OWN,12000,Source Verified,6/1/2017,Current,Credit card refinancing,NY
22400, 60 months,14.08%,C,C3,Computer Programmer,10+ years,OWN,107000,Source Verified,6/1/2017,Current,Debt consolidation,FL
3000, 36 months,7.35%,A,A4,Counselor,< 1 year,RENT,40000,Not Verified,6/1/2017,Current,Other,CA
16000, 60 months,10.42%,B,B3,SR Manager,1 year,MORTGAGE,85500,Source Verified,6/1/2017,Current,Debt consolidation,NY
15000, 36 months,11.99%,B,B5,manager,8 years,RENT,45000,Not Verified,6/1/2017,Current,Car financing,CA
12000, 36 months,7.21%,A,A3,,n/a,MORTGAGE,123000,Source Verified,6/1/2017,Current,Debt consolidation,IN
25000, 60 months,13.59%,C,C2,Deputy director,2 years,MORTGAGE,120000,Verified,6/1/2017,Current,Debt consolidation,GA
4200, 36 months,30.17%,F,F3,Driver,10+ years,MORTGAGE,73000,Verified,6/1/2017,Charged Off,Home improvement,PA
11000, 36 months,10.42%,B,B3,president,10+ years,MORTGAGE,60000,Not Verified,6/1/2017,Current,Debt consolidation,OH
11500, 36 months,12.62%,C,C1,Manager I,2 years,RENT,87000,Not Verified,6/1/2017,Current,Credit card refinancing,CA
3000, 36 months,12.62%,C,C1,Certified Application Assister ,4 years,MORTGAGE,40560,Source Verified,6/1/2017,Current,Other,OR
10000, 60 months,9.44%,B,B1,Site Manager,8 years,MORTGAGE,45000,Not Verified,6/1/2017,Current,Debt consolidation,MO
6825, 36 months,12.62%,C,C1,,n/a,OWN,23700,Not Verified,6/1/2017,Current,Debt consolidation,PA
9000, 36 months,13.59%,C,C2,Auto glass tech,3 years,RENT,42432,Not Verified,6/1/2017,Current,Debt consolidation,NY
5000, 36 months,12.62%,C,C1,Executive Director,< 1 year,MORTGAGE,95000,Verified,6/1/2017,Fully Paid,Credit card refinancing,OR
8000, 36 months,14.08%,C,C3,graphics,4 years,RENT,60000,Source Verified,6/1/2017,Late (31-120 days),Debt consolidation,IN
25000, 60 months,19.03%,D,D3,Courier,10+ years,MORTGAGE,63000,Source Verified,6/1/2017,Fully Paid,Debt consolidation,TX
32000, 36 months,16.02%,C,C5,vice president ,10+ years,MORTGAGE,600000,Verified,6/1/2017,In Grace Period,Debt consolidation,FL
5200, 36 months,16.02%,C,C5,Associate relations ,10+ years,MORTGAGE,57000,Verified,6/1/2017,Fully Paid,Moving and relocation,NY
35000, 60 months,26.30%,E,E5,Support engineer,10+ years,MORTGAGE,110000,Verified,6/1/2017,Fully Paid,Debt consolidation,CA
12000, 60 months,16.02%,C,C5,Guided Pathways Coach,1 year,RENT,35000,Verified,6/1/2017,Current,Credit card refinancing,NM
14000, 60 months,9.44%,B,B1,CQE Administrator,10+ years,MORTGAGE,60000,Source Verified,6/1/2017,Current,Debt consolidation,NH
15000, 36 months,14.08%,C,C3,Salesman,10+ years,MORTGAGE,87000,Verified,6/1/2017,Current,Debt consolidation,AR
7500, 36 months,9.93%,B,B2,helper,5 years,MORTGAGE,52000,Not Verified,6/1/2017,Current,Debt consolidation,NJ
20000, 60 months,20.00%,D,D4,Field tech,2 years,RENT,75000,Source Verified,6/1/2017,Current,Debt consolidation,MD
9425, 36 months,16.02%,C,C5,sushi,< 1 year,RENT,24000,Source Verified,6/1/2017,Fully Paid,Vacation,NY
3000, 36 months,7.07%,A,A2,Service Operations Manager,10+ years,OWN,230000,Source Verified,6/1/2017,Current,Home improvement,IL
35000, 60 months,24.85%,E,E3,GENERAL MANAGER,4 years,RENT,100000,Not Verified,6/1/2017,Current,Credit card refinancing,TX
5000, 36 months,7.97%,A,A5,sales,10+ years,RENT,44000,Not Verified,6/1/2017,Current,Credit card refinancing,AZ
24000, 60 months,14.08%,C,C3,RECEPTIONIST,4 years,MORTGAGE,37000,Verified,6/1/2017,Current,Debt consolidation,NY
24000, 60 months,15.05%,C,C4,Court reporter,10+ years,MORTGAGE,102167,Source Verified,6/1/2017,Current,Debt consolidation,TN
5000, 36 months,13.59%,C,C2,Merchandizer,2 years,MORTGAGE,30000,Source Verified,6/1/2017,Current,Home improvement,TX
6000, 36 months,9.93%,B,B2,service advisor II,10+ years,MORTGAGE,80000,Verified,6/1/2017,Current,Other,TN
4200, 36 months,9.44%,B,B1,Driver Operator ,3 years,RENT,80000,Source Verified,6/1/2017,Current,Other,NY
5000, 36 months,21.45%,D,D5,Head of maintenance,2 years,RENT,34000,Verified,6/1/2017,Charged Off,Credit card refinancing,FL
35000, 60 months,11.99%,B,B5,Process Specialist,10+ years,MORTGAGE,98000,Source Verified,6/1/2017,Current,Debt consolidation,MS
7000, 36 months,7.07%,A,A2,Manager,10+ years,RENT,70000,Not Verified,6/1/2017,Current,Debt consolidation,NY
15000, 36 months,10.42%,B,B3,owner,9 years,MORTGAGE,74000,Not Verified,6/1/2017,Late (31-120 days),Debt consolidation,MN
4800, 36 months,5.32%,A,A1,Pricing Analyst,5 years,MORTGAGE,52000,Not Verified,6/1/2017,Current,Debt consolidation,MI
1000, 36 months,10.91%,B,B4,,n/a,RENT,12000,Source Verified,6/1/2017,Current,Other,IN
25000, 36 months,7.97%,A,A5,housekeeper,10+ years,OWN,100000,Verified,6/1/2017,Current,Other,FL
10000, 36 months,19.03%,D,D3,Environmental Health Manager,8 years,MORTGAGE,43000,Verified,6/1/2017,Current,Medical expenses,TX
19200, 36 months,23.88%,E,E2,PUMP,5 years,MORTGAGE,68000,Verified,6/1/2017,Charged Off,Major purchase,OH
5000, 36 months,10.42%,B,B3,Deli,2 years,RENT,16000,Verified,6/1/2017,Fully Paid,Other,PA
24900, 36 months,30.75%,F,F5,Utility Systems Operator/Repairer Superv,7 years,OWN,85000,Source Verified,6/1/2017,Fully Paid,Debt consolidation,KY
15000, 60 months,9.93%,B,B2,Booking clerk,2 years,MORTGAGE,70000,Not Verified,6/1/2017,Current,Debt consolidation,NY
8000, 36 months,9.93%,B,B2,Technical III / LATAM TECH SUPPORT,6 years,MORTGAGE,60000,Source Verified,6/1/2017,Fully Paid,Debt consolidation,MN
16875, 36 months,10.91%,B,B4,Manager,10+ years,OWN,60000,Not Verified,6/1/2017,Current,Credit card refinancing,AL
40000, 60 months,16.02%,C,C5,Maintenance Worker,10+ years,MORTGAGE,80000,Verified,6/1/2017,Current,Debt consolidation,IL
37150, 36 months,5.32%,A,A1,Director of Investments,6 years,MORTGAGE,347000,Not Verified,6/1/2017,Current,Home improvement,MI
24000, 36 months,7.21%,A,A3,Math Teacher,2 years,MORTGAGE,79000,Not Verified,6/1/2017,Current,Credit card refinancing,MA
20700, 36 months,10.91%,B,B4,Software Engineer,< 1 year,RENT,200000,Source Verified,6/1/2017,Current,Debt consolidation,NV
28675, 36 months,16.02%,C,C5,Regional RN Clinical Consultant,4 years,MORTGAGE,125000,Verified,6/1/2017,Current,Debt consolidation,WI
13000, 36 months,9.44%,B,B1,Casework,10+ years,MORTGAGE,66000,Not Verified,6/1/2017,Current,Credit card refinancing,MI
16075, 36 months,13.59%,C,C2,Spec Gas Production Supervisor,5 years,RENT,76323,Source Verified,6/1/2017,Current,Debt consolidation,TX
32000, 60 months,10.42%,B,B3,MECHANIC,7 years,OWN,92000,Verified,6/1/2017,Current,Debt consolidation,NY
2000, 36 months,10.42%,B,B3,Scientist,5 years,MORTGAGE,65000,Source Verified,6/1/2017,Current,Credit card refinancing,IL
26050, 60 months,9.93%,B,B2,Feeder Driver,10+ years,MORTGAGE,65000,Not Verified,6/1/2017,Current,Debt consolidation,NC
30000, 36 months,19.03%,D,D3,Water Quality Investigator,3 years,MORTGAGE,62000,Source Verified,6/1/2017,Current,Debt consolidation,CO
9600, 36 months,18.06%,D,D2,Owner,5 years,MORTGAGE,87000,Verified,6/1/2017,Current,Other,OH
4200, 36 months,10.91%,B,B4,,n/a,MORTGAGE,60000,Not Verified,6/1/2017,Fully Paid,Vacation,TN
7500, 36 months,9.93%,B,B2,Electrician,10+ years,MORTGAGE,109000,Not Verified,6/1/2017,Current,Credit card refinancing,NY
15000, 36 months,12.62%,C,C1,Accounts Payable,6 years,OWN,80000,Source Verified,6/1/2017,Current,Debt consolidation,NJ
